SSN;File;Priority;Line;Description;Rule set;Rule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;266;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;26;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;275;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;277;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;27;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;281;The method 'colourPicker' appears to be very complex. Consider simplifying it, or breaking it up.;Code Size;StdCyclomaticComplexity
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;281;The method colourPicker is too long, 60 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;288;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;289;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;28;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;290;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;293;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;294;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;295;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;298;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;299;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;29;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;300;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;303;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;304;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;305;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;308;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;309;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;310;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;313;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;314;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;315;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;318;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;319;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;31;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;320;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;323;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;324;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;325;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;328;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;329;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;32;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;330;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;333;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;334;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;335;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;338;Do not change global variable R from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;339;Do not change global variable G from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;33;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;340;Do not change global variable B from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;344;Do not change global variable colourPicker from method colourPicker, colourPicker is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;34;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;356;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;359;Do not use global event variable mouseX in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;35;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;360;Do not use global event variable mouseY in method update, update is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;364;Avoid variables with short names like X;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;364;Avoid variables with short names like Y;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;36;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;378;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;37;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;38;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;394;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;39;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;401;Avoid variables with short names like S;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;401;Avoid variables with short names like X;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;401;Avoid variables with short names like Y;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;40;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;415;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;41;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;420;Do not use drawing method triangle(float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;42;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;436;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;45;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;46;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;47;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;48;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;49;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;50;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;51;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;52;Do not use drawing method rect(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;54;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;55;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;56;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;57;Do not use drawing method quad(float*, float*, float*, float*, float*, float*, float*, float*) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;59;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;5;Avoid variables with short names like S;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;5;Avoid variables with short names like X;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;5;Avoid variables with short names like Y;Naming;ShortVariable
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;60;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;61;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;62;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;63;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;64;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;65;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;66;Do not use drawing method ellipse(float*, float*, float, float) in method draw, draw is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;94;Check if this aren't accidentally global variables in a tab, instead of attributes or fields of a class. Eiher way, this is an unusual spot for a declaration..;Design;FieldDeclarationsShouldBeAtStartOfClass
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;95;Check if this aren't accidentally global variables in a tab, instead of attributes or fields of a class. Eiher way, this is an unusual spot for a declaration..;Design;FieldDeclarationsShouldBeAtStartOfClass
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;96;Check if this aren't accidentally global variables in a tab, instead of attributes or fields of a class. Eiher way, this is an unusual spot for a declaration..;Design;FieldDeclarationsShouldBeAtStartOfClass
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;97;Check if this aren't accidentally global variables in a tab, instead of attributes or fields of a class. Eiher way, this is an unusual spot for a declaration..;Design;FieldDeclarationsShouldBeAtStartOfClass
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;98;Check if this aren't accidentally global variables in a tab, instead of attributes or fields of a class. Eiher way, this is an unusual spot for a declaration..;Design;FieldDeclarationsShouldBeAtStartOfClass
s2170108;Tutorial2018/s249265dir/genJava/source/P4WCIprojectin1file.pde;3;99;Check if this aren't accidentally global variables in a tab, instead of attributes or fields of a class. Eiher way, this is an unusual spot for a declaration..;Design;FieldDeclarationsShouldBeAtStartOfClass
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;1;213;Method names should not start with capital letters;Naming;MethodNamingConventions
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;1;3;Variables should start with a lowercase character, 'Jan' starts with uppercase character.;Naming;VariableNamingConventions
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;1;4;Variables should start with a lowercase character, 'Henk' starts with uppercase character.;Naming;VariableNamingConventions
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;123;The method display is too long, 57 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;191;Avoid idempotent operations (like assigning a variable to itself).;Design;IdempotentOperations
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;196;Avoid idempotent operations (like assigning a variable to itself).;Design;IdempotentOperations
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;25;The method draw is too long, 32 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;27;Do not change global variable isDay from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;33;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;35;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;36;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;37;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;38;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;39;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;40;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;41;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;42;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;45;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;46;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;48;Do not use literals for pixels for curve(float*, float*, float*, float*, float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;63;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2075407;Tutorial2018/s247064dir/genJava/source/P4WCIprojectin1file.pde;3;96;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;120;Class Grass does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;122;Document empty constructor;Design;UncommentedEmptyConstructor
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;155;The method display is too long, 25 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;161;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;203;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;236;The method display is too long, 47 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;246;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;318;Do not use global event variable keyCode in method moveCreature, moveCreature is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;322;Do not use global event variable keyCode in method moveCreature, moveCreature is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;328;Do not use global event variable keyCode in method moveCreature, moveCreature is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;334;Do not use global event variable keyCode in method moveCreature, moveCreature is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;38;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;41;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;45;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;46;Do not change global variable collision from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;55;Do not change global variable collision from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;60;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
