@relation test

@attribute text string
@attribute ClassArff {correct,PixelHardcodeIgnoranceRule,LongMethodRule,SimplifyBooleanExpressions,IfElseStmtsMustUseBraces,VariableNamingConventions,DecentralizedEventHandlingRule,DrawingStateChangeRule,ShortVariable,TooManyFields,DecentralizedDrawingRule,EmptyIfStmt,AtLeastOneConstructor,LongParameterListRule,IfStmtsMustUseBraces,AvoidFieldNameMatchingMethodName,StdCyclomaticComplexity,AvoidFieldNameMatchingTypeName,EmptyStatementNotInLoop,StatelessClassRule,UncommentedEmptyConstructor,MethodNamingConventions,ForLoopsMustUseBraces,FieldDeclarationsShouldBeAtStartOfClass,UnusedFormalParameter,AvoidReassigningParameters,AvoidDeeplyNestedIfStmts,IdempotentOperations}

@data
'Arrow arrowB;',correct
'dragonX = dragonX - dragonSpeed',correct
'dragonX = dragonX + dragonSpeed',correct
'arrowC = new Arrow(random(width), random(-100, 0), 1.5f, color(0, 200, 0), dragonA)',correct
'arrowA.arrowSpeed',correct
'cloud2Y = cloud2Y + cloudspeed2',correct
'dragonY = initY',correct
'frameRate(120)',correct
'isDead()',correct
'cloudspeed1 = 1;',correct
'rect(dragonX + 2, dragonY - 15, 11, 15)',correct
'key == CODED',correct
'{    if (dragonA.isDeaD == true) {        dragonA.dragonSpeed = 0;        arrowA.arrowSpeed = 0;        arrowB.arrowSpeed = 0;        arrowC.arrowSpeed = 0;        cloudspeed1 = 0;        cloudspeed2 = 0;        dragonA.dragonX = -200;        dragonA.dragonY = -200;    }}',correct
'triangle(x - 3, y + 50, x + 9, y + 50, x + 3, y + 60)',correct
'Arrow arrowC;',correct
'new Blood(random(width), random(height), 25)',correct
'rect(x, y, 6, 50);',correct
'-100',correct
'fill(0)',correct
'if (keyCode == RIGHT || key == d) {    dragonX = dragonX + dragonSpeed;} else if (keyCode == LEFT || key == a) {    dragonX = dragonX - dragonSpeed;} else if (keyCode == UP || key == w) {    dragonY = dragonY - dragonSpeed;} else if (keyCode == DOWN || key == s) {    dragonY = dragonY + dragonSpeed;}',correct
'height / 2',correct
'frameRate(120);',correct
'{    dragonY = dragonY + dragonSpeed;}',correct
'void hitDragon() {    dragon.hitDragon(x, y);}',correct
'{    if (key ==   && fireBreathing == true) {        fireBreathing = false;    } else if (key == v) {        fireBreathing = true;    }    if (fireBreathing == true) {        noStroke();        fill(255, 100, 0);        triangle(dragonX + 7, dragonY - 30, dragonX - 5, dragonY - 65, dragonX + 20, dragonY - 65);        fill(255, 50, 0);        triangle(dragonX - 5, dragonY - 65, dragonX, dragonY - 80, dragonX + 5, dragonY - 65);        triangle(dragonX + 20, dragonY - 65, dragonX + 10, dragonY - 65, dragonX + 15, dragonY - 80);        triangle(dragonX + 2, dragonY - 65, dragonX + 12, dragonY - 65, dragonX + 6, dragonY - 90);        fill(255, 200, 0);        triangle(dragonX + 7, dragonY - 30, dragonX + 3, dragonY - 60, dragonX + 12, dragonY - 60);    }}',correct
'if (y >= random(height, height + 150)) {    y = random(-50, -100);    x = random(width);    arrowSpeed = arrowSpeed + 0.2f;}',correct
'dragonX > width + 50',correct
'dragonY = dragonY + dragonSpeed;',correct
'cloud2X - 40',correct
'bloodx = initX;',correct
'cloud2X = PApplet.parseInt(random(width))',correct
'isDead();',correct
'{    cloud2Y = -60;    cloud2X = PApplet.parseInt(random(width));}',correct
'dragonY = y',correct
'dragonA.dragonY = -200;',correct
'for (int i = 0; i < 100; i++) {    blooddrops[i].display();}',correct
'triangle(dragonX - 5, dragonY - 65, dragonX, dragonY - 80, dragonX + 5, dragonY - 65);',DecentralizedDrawingRule
'rect(dragonX, dragonY, 15, 75);',correct
'dragonY - 80',correct
'boolean fireBreathing = false;',correct
'{    blooddrops[i].display();}',correct
'if (dragonX > width + 50) {    dragonX = dragonX - 350;}',correct
'int cloudspeed1;',correct
'if (dragonA.isDeaD == true) {    textAlign(CENTER);    text("You survived " + dragonA.time + "ms", width / 2, 20);}',SimplifyBooleanExpressions
'Arrow arrowA;',correct
'PApplet.parseInt(random(width))',correct
'line(dragonX - 15, dragonY, dragonX - 24, dragonY + 37)',correct
'dragonA.display();',correct
'textAlign(CENTER);',correct
'void isDead() {    if (isDeaD == true) {        textAlign(CENTER);        textSize(60);        fill(0);        text("YOU DIED", width / 2, height / 2);        textSize(20);        fill(255, 255, 255);        text("Play again", width / 2, 200);    }}',correct
'int i = 0',correct
'ellipseMode(CENTER);',correct
'fill(200);',correct
'{    dragonX = dragonX - 350;}',correct
'if (cloud1Y == height + 100) {    cloud1Y = -100;    cloud1X = PApplet.parseInt(random(width));}',correct
'quad(x + 6, y, x + 6, y + 6, x + 11, y + 2, x + 11, y - 4)',correct
'dragonY - 90',correct
'time',correct
'dragonA.move(mouseX, mouseY)',correct
'void draw() {    background(0, 100, 150);    frameRate(120);    if (dragonA.isDeaD == true) {        for (int i = 0; i < 100; i++) {            blooddrops[i].display();        }    }    for (int i = 0; i < 100; i++) {        blooddrops[i].clean();    }    Timer();    arrowA.display();    arrowB.display();    arrowC.display();    dragonA.display();    arrowA.hitDragon();    arrowB.hitDragon();    arrowC.hitDragon();    backgroundClouds();    Dragondied();    println(dragonA.fireBreathing);}',correct
'int s = second()',correct
'dragonA.dragonY = -200',correct
'random(-100, 0)',correct
'dragonX - 1',correct
'y = initY;',correct
'dragonX = dragonX - 350;',correct
'if (key == CODED || key != CODED) {    if (keyCode == RIGHT || key == d) {        dragonX = dragonX + dragonSpeed;    } else if (keyCode == LEFT || key == a) {        dragonX = dragonX - dragonSpeed;    } else if (keyCode == UP || key == w) {        dragonY = dragonY - dragonSpeed;    } else if (keyCode == DOWN || key == s) {        dragonY = dragonY + dragonSpeed;    }}',correct
'dragonX - 2',correct
'dragonX - 5',correct
'{    dragonA.dragonSpeed = 0;    arrowA.arrowSpeed = 0;    arrowB.arrowSpeed = 0;    arrowC.arrowSpeed = 0;    cloudspeed1 = 0;    cloudspeed2 = 0;    dragonA.dragonX = -200;    dragonA.dragonY = -200;}',correct
'float arrowSpeed;',correct
'dragon',correct
'ellipse(cloud2X + 40, cloud2Y + 30, 60, 40);',correct
'if (d <= bloodSize && noBlood == false) {    noBlood = true;}',SimplifyBooleanExpressions
'y = random(-50, -100);',correct
'{    background(0, 100, 150);    cloud1X = PApplet.parseInt(random(width));    cloud1Y = 50;    cloud2X = PApplet.parseInt(random(width));    cloud2Y = 130;    cloudspeed1 = 1;    cloudspeed2 = 1;    for (int i = 0; i < 100; i++) {        blooddrops[i] = new Blood(random(width), random(height), 25);    }    dragonA = new Dragon(150, 150, 10);    // Arrows    arrowA = new Arrow(random(width), random(-100, 0), 1.5f, color(200, 0, 0), dragonA);    arrowB = new Arrow(random(width), random(-100, 0), 1.5f, color(0, 0, 200), dragonA);    arrowC = new Arrow(random(width), random(-100, 0), 1.5f, color(0, 200, 0), dragonA);}',correct
'keyCode == LEFT || key == a',correct
'{    dragonX = dragonX - dragonSpeed;}',correct
'dragonY - 65',correct
'x >= dragonX - 10 && x <= dragonX + 35 && y >= dragonY - 35',correct
'cloud1Y = cloud1Y + cloudspeed1;',DrawingStateChangeRule
'dragonY - 60',correct
'y = y + arrowSpeed',correct
'{    noStroke();    if (y >= random(height, height + 150)) {        y = random(-50, -100);        x = random(width);        arrowSpeed = arrowSpeed + 0.2f;    }    fill(130, 120, 120);    rect(x, y, 6, 50);    fill(200);    triangle(x - 3, y + 50, x + 9, y + 50, x + 3, y + 60);    fill(arrowColor);    quad(x, y, x, y + 6, x - 5, y + 2, x - 5, y - 4);    quad(x + 6, y, x + 6, y + 6, x + 11, y + 2, x + 11, y - 4);    y = y + arrowSpeed;}',correct
'triangle(x - 3, y + 50, x + 9, y + 50, x + 3, y + 60);',correct
'ellipse(cloud2X, cloud2Y, 120, 80)',correct
'if (keyCode == DOWN || key == s) {    dragonY = dragonY + dragonSpeed;}',correct
'keyCode == LEFT',correct
'dragonA.dragonSpeed = 0',correct
'fill(255, 255, 255, 0);',correct
'// left wingtriangle(dragonX, dragonY + 30, dragonX - 15, dragonY, dragonX - 45, dragonY + 45);',correct
'triangle(dragonX - 1, dragonY - 15, dragonX + 4, dragonY - 15, dragonX + 1, dragonY - 5);',correct
'fill(179, 191, 209, 230)',correct
'dragonX = initX;',correct
'blooddrops[i].display()',correct
'void clean() {    float d = dist(bloodx, bloody, mouseX, mouseY);    if (d <= bloodSize && noBlood == false) {        noBlood = true;    }}',correct
'dragonA.display()',correct
'fill(130, 120, 120)',correct
'arrowC.arrowSpeed',correct
'arrowC.display();',correct
'fill(255, 200, 0)',correct
'dragonX = dragonX + 400;',correct
'dragonX = initX',correct
'cloud2Y + 30',correct
'key == d',correct
'Blood[]',correct
'arrowC.arrowSpeed = 0',correct
'arrowB.arrowSpeed = 0;',correct
'key == a',correct
'arrowB.arrowSpeed',correct
'd <= bloodSize && noBlood == false',correct
'key == w',correct
'dragonSpeed = initSpeed;',correct
'cloud2Y == height + 60',correct
'key == s',correct
'key == v',correct
'dragonA.fireBreathing = true;',correct
'dragonX = x',correct
'text("YOU DIED", width / 2, height / 2)',correct
'arrowC.display()',correct
'keyCode == RIGHT',correct
'display',correct
'fill(200)',correct
'float dragonX;',correct
'cloud1X = PApplet.parseInt(random(width))',correct
'{    fill(179, 191, 209, 230);    ellipse(cloud1X, cloud1Y, 200, 100);    ellipse(cloud1X + 90, cloud1Y - 60, 180, 90);    cloud1Y = cloud1Y + cloudspeed1;    if (cloud1Y == height + 100) {        cloud1Y = -100;        cloud1X = PApplet.parseInt(random(width));    }    ellipse(cloud2X, cloud2Y, 120, 80);    ellipse(cloud2X - 40, cloud2Y - 40, 80, 60);    ellipse(cloud2X + 40, cloud2Y + 30, 60, 40);    cloud2Y = cloud2Y + cloudspeed2;    if (cloud2Y == height + 60) {        cloud2Y = -60;        cloud2X = PApplet.parseInt(random(width));    }}',correct
'x + 6',correct
'cloud1Y = 50',correct
'x >= dragonX - 10 && x <= dragonX + 35 && y >= dragonY - 35 && y <= dragonY + 150',correct
'fill(99, 155, 85)',correct
'backgroundClouds()',correct
'x + 9',correct
'{    textAlign(CENTER);    text("You survived " + dragonA.time + "ms", width / 2, 20);}',correct
'if (keyCode == UP || key == w) {    dragonY = dragonY - dragonSpeed;} else if (keyCode == DOWN || key == s) {    dragonY = dragonY + dragonSpeed;}',correct
'x + 3',correct
'triangle(dragonX, dragonY + 75, dragonX + 15, dragonY + 75, dragonX + 30, dragonY + 120);',correct
'dragonX + 1',correct
'arrowColor',correct
'dragonX + 3',correct
'dragonX + 2',correct
'dragonX + 5',correct
'dragonX + 4',correct
'float initX',correct
'dragonX + 7',correct
'float initY',correct
'dragonX + 6',correct
'-50',correct
'i++',correct
'arrowSpeed = arrowSpeed + 0.2f',correct
'"You survived " + millis()',correct
'if (dragonX < -50) {    dragonX = dragonX + 400;}',correct
'arrowColor = initColor;',correct
'float dragonY;',correct
'{    fireBreathing = true;}',correct
'color(200, 0, 0)',correct
'cloud2Y + cloudspeed2',correct
'keyCode == DOWN',correct
'triangle(dragonX + 7, dragonY - 30, dragonX + 3, dragonY - 60, dragonX + 12, dragonY - 60)',correct
'new Arrow(random(width), random(-100, 0), 1.5f, color(200, 0, 0), dragonA)',correct
'fill(255, 100, 0)',correct
'-60',correct
'// ArrowsarrowA = new Arrow(random(width), random(-100, 0), 1.5f, color(200, 0, 0), dragonA);',correct
'dragonY = dragonY - dragonSpeed',correct
's % 4',correct
'dragonY - 35',correct
'{    if (key == CODED || key != CODED) {        if (keyCode == RIGHT || key == d) {            dragonX = dragonX + dragonSpeed;        } else if (keyCode == LEFT || key == a) {            dragonX = dragonX - dragonSpeed;        } else if (keyCode == UP || key == w) {            dragonY = dragonY - dragonSpeed;        } else if (keyCode == DOWN || key == s) {            dragonY = dragonY + dragonSpeed;        }    }}',correct
'dragon.hitDragon(x, y)',correct
'ellipse(cloud1X + 90, cloud1Y - 60, 180, 90)',correct
'dragonY - 30',correct
'noBlood == false',correct
'x >= dragonX - 10',correct
'{    triangle(dragonX, dragonY + 75, dragonX + 15, dragonY + 75, dragonX + 30, dragonY + 120);}',correct
'{    noStroke();    fill(209, 67, 35);    ellipseMode(CENTER);    ellipse(bloodx, bloody, bloodSize, bloodSize);}',correct
'{    dragonX = initX;    dragonY = initY;    dragonSpeed = initSpeed;}',correct
'int time;',correct
'text("You survived " + dragonA.time + "ms", width / 2, 20)',correct
'"ms"',correct
'{    dragon.hitDragon(x, y);}',correct
'arrowSpeed + 0.2f',correct
'y + 6',correct
'ellipse(cloud1X, cloud1Y, 200, 100);',correct
'text("You survived " + millis() + "ms", width / 2, 20)',correct
'dragonY - 15',correct
'y + 2',correct
'// tailint s = second();',correct
'x - 5',correct
'x - 3',correct
'width / 2',correct
'void mouseReleased() {    dragonA.fireBreathing = false;}',correct
'dragonY + 75',correct
'{    if (isDeaD == true) {        textAlign(CENTER);        textSize(60);        fill(0);        text("YOU DIED", width / 2, height / 2);        textSize(20);        fill(255, 255, 255);        text("Play again", width / 2, 200);    }}',correct
'void keyPressed() {    dragonA.fly();    dragonA.fire();}',correct
'ellipse(cloud1X, cloud1Y, 200, 100)',correct
'{    fireBreathing = false;}',correct
'koala = new Koala()',correct
'255 - grow * 35',correct
'koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25',correct
'void face() {    // no lines    noStroke();    // grey fill    fill(167, 170, 172);    // square head koala    rect(koalaX, koalaY, 100 + 20 * grow, 100 + 20 * grow, 25);    // ear left koala    ellipse(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);    // ear right koala    ellipse(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);    // dark grey fill    fill(88, 88, 90);    // eye left koala    ellipse(koalaX - 20 - 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);    // eye right koala    ellipse(koalaX + 20 + 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);    // nose koala    ellipse(koalaX, koalaY + 5, 25 + 5 * grow, 30 + 6 * grow);    noFill();    // dark grey fill    stroke(88, 88, 90);    // earline left    arc(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI, PI + HALF_PI);    // earline right    arc(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI + HALF_PI, TWO_PI);}',correct
'koalaY - 5',correct
'koala.update()',correct
'count = 0',correct
'koalaX',correct
'AudioPlayer',correct
'koalaY',correct
'new Koala()',correct
'void newPosition() {    // set time to live again to 110    timeToLive = 110;    // change X position of food to random position    foodX = random(100, (width - 100));    // change Y position of food to random position    foodY = random(100, (height - 100));}',correct
'// thickness of linestrokeWeight(5 + grow);',correct
'{    alive = false;}',correct
'// everytime the program draws, the time to live will count 1 down. The framerate will be about 60 frames per second. so in almost two seconds a new position will be given to the foodtimeToLive--;',correct
'count % 5',correct
'// eye right koalaellipse(koalaX + 20 + 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);',correct
'foodies[n].foodX + 25',correct
'float foodY;',correct
'koalaY - 40 - 8 * grow',correct
'75 + grow * 30',correct
'// setting a variable eatdelay to 250 msint eatdelay = 250;',correct
'background(75 + grow * 30, 204 - grow * 33, 255 - grow * 35)',correct
'// grey fillfill(167, 170, 172);',correct
'newPosition();',correct
'foodies = new Food[3]',correct
'foodY = random(100, (height - 100))',correct
'foodies[n].newPosition()',correct
'koala.koalaX = mouseX',correct
'timeToLive--',correct
'[3]',correct
'{    // everytime the program draws, the time to live will count 1 down. The framerate will be about 60 frames per second. so in almost two seconds a new position will be given to the food    timeToLive--;    if (timeToLive == 0) {        newPosition();    }    if (koala.alive) {        // when the koala is allive, it will draw a koala        // gives the colour green        fill(0, 98, 0);        noStroke();        // draws the head of the koala        rect(foodX, foodY, 6, 100, 50);        // leaf on top bovenaan        arc(foodX, foodY - 40, 70, 40, PI + QUARTER_PI, PI + PI - 0.5f);        // leaf 1 left        arc(foodX, foodY - 20, 70, 35, PI + QUARTER_PI, PI + HALF_PI);        // leaf 2 left        arc(foodX, foodY, 65, 30, PI + QUARTER_PI, PI + HALF_PI);        // leaf 3 left        arc(foodX, foodY + 20, 60, 25, PI + QUARTER_PI, PI + HALF_PI);        // leaf 1 right        arc(foodX, foodY - 10, 70, 35, PI + HALF_PI, TWO_PI - QUARTER_PI);        // leaf 2 right        arc(foodX, foodY + 10, 65, 30, PI + HALF_PI, TWO_PI - QUARTER_PI);        // leaf 3 right        arc(foodX, foodY + 30, 60, 25, PI + HALF_PI, TWO_PI - QUARTER_PI);    }}',correct
'{    // if the koala has eaten for longer than the eatdelay, the mouth closes because the boolean eat will return false    eat = false;}',correct
'koala = new Koala();',correct
'koala.koalaX = mouseX;',correct
'// import the minim library// defining a name with which you use the minimMinim minim;',correct
'// when the koala is allive, it will draw a koala',correct
'koala.alive',correct
'if (koala.alive) {    face();    if (eat) {        mouthOpen();    } else {        mouthClosed();    }}',correct
'stroke(88, 88, 90)',correct
'float foodX;',correct
'void setup() {    // creating a new minim thing    minim = new Minim(this);    // creating the eating audio    eating = minim.loadFile("eating.mp3");    // creating the happy audio    happy = minim.loadFile("happy.mp3");    // creating the fat audio    fat = minim.loadFile("fat.mp3");    // playing the happy audio using a loop    happy.loop();    for (int n = 0; n < foodies.length; n++) {        // making sure that this loop goes as many times the food as there are items in the food array. in this case 3 three times        foodies[n] = new Food();    }    koala = new Koala();    // setting the size of the screen    // setting rectangle mode to center    rectMode(CENTER);    // setting the boolean food to false    food = false;}',correct
'koalaX + 50',correct
'timeToLive == 0',correct
'// creating the eating audioeating = minim.loadFile("eating.mp3");',correct
'// setting the size of the screen',correct
'25 + 5 * grow',correct
'arc(foodX, foodY - 20, 70, 35, PI + QUARTER_PI, PI + HALF_PI)',correct
'System.out',correct
'{    // check if food is there    for (int n = 0; n < foodies.length; n++) {        if (koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25 && koalaY < foodies[n].foodY + 25 && koalaY > foodies[n].foodY - 25 && koala.alive == true) {            eating.play();            eating.rewind();            eat = true;            // sets the foodtime to that current time            foodtime = millis();            // gives sets count to count+1            count++;            // gives new position to food            foodies[n].newPosition();            // prints count            System.out.println(count);            if (count % 5 == 0) {                // with using modulo, every 5 times that the koala eats, grow gets one bigger                grow++;                if (grow == 6) {                    alive = false;                }                System.out.println(grow);            }        }    }    if (millis() > foodtime + eatdelay) {        // if the koala has eaten for longer than the eatdelay, the mouth closes because the boolean eat will return false        eat = false;    }}',correct
'// earline leftarc(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI, PI + HALF_PI);',correct
'{    // thickness of line    strokeWeight(5 + grow);    noFill();    // closed mouth left koala    arc(koalaX - 15 - 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, 0, HALF_PI);    // closed mouth right koala    arc(koalaX + 15 + 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, HALF_PI, PI);}',correct
'koalaY < foodies[n].foodY + 25',correct
'koalaX - 15 - 3 * grow',correct
'koalaX < foodies[n].foodX + 25',correct
'{    eating.play();    eating.rewind();    eat = true;    // sets the foodtime to that current time    foodtime = millis();    // gives sets count to count+1    count++;    // gives new position to food    foodies[n].newPosition();    // prints count    System.out.println(count);    if (count % 5 == 0) {        // with using modulo, every 5 times that the koala eats, grow gets one bigger        grow++;        if (grow == 6) {            alive = false;        }        System.out.println(grow);    }}',SimplifyBooleanExpressions
'minim.loadFile("eating.mp3")',correct
'void display() {    if (koala.alive) {        face();        if (eat) {            mouthOpen();        } else {            mouthClosed();        }    }}',correct
'koalaX + 15 + 3 * grow',correct
'n = 0',correct
'// dark grey fillfill(88, 88, 90);',correct
'"You are fat!"',correct
'eatdelay = 250',correct
'{    // set time to live again to 110    timeToLive = 110;    // change X position of food to random position    foodX = random(100, (width - 100));    // change Y position of food to random position    foodY = random(100, (height - 100));}',correct
'fill(0);',correct
'foodY + 10',correct
'// square head koalarect(koalaX, koalaY, 100 + 20 * grow, 100 + 20 * grow, 25);',correct
'n++',correct
'if (count % 5 == 0) {    // with using modulo, every 5 times that the koala eats, grow gets one bigger    grow++;    if (grow == 6) {        alive = false;    }    System.out.println(grow);}',correct
'food = false',correct
'System.out.println(grow);',correct
'Food() {    foodX = random(100, (width - 100));    foodY = random(100, (height - 100));}',correct
'n < foodies.length',correct
'arc(foodX, foodY + 30, 60, 25, PI + HALF_PI, TWO_PI - QUARTER_PI)',correct
'// ear right koalaellipse(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);',correct
'Food',correct
'rectMode(CENTER)',correct
'// making integer x coordinate koalaint koalaX;',correct
'// earline rightarc(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI + HALF_PI, TWO_PI);',correct
'random(100, (height - 100))',correct
'// with using modulo, every 5 times that the koala eats, grow gets one biggergrow++;',correct
'koala.koalaY = mouseY;',correct
'foodY',correct
'// check if food is therefor (int n = 0; n < foodies.length; n++) {    if (koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25 && koalaY < foodies[n].foodY + 25 && koalaY > foodies[n].foodY - 25 && koala.alive == true) {        eating.play();        eating.rewind();        eat = true;        // sets the foodtime to that current time        foodtime = millis();        // gives sets count to count+1        count++;        // gives new position to food        foodies[n].newPosition();        // prints count        System.out.println(count);        if (count % 5 == 0) {            // with using modulo, every 5 times that the koala eats, grow gets one bigger            grow++;            if (grow == 6) {                alive = false;            }            System.out.println(grow);        }    }}',correct
'foodX',correct
'koalaX - 15',correct
'eating',correct
'eating.rewind();',correct
'food',correct
'foodies[n].display();',correct
'// leaf 3 leftarc(foodX, foodY + 20, 60, 25, PI + QUARTER_PI, PI + HALF_PI);',correct
'PI + PI - 0.5f',correct
'fat = minim.loadFile("fat.mp3")',correct
'arc(koalaX - 15 - 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, 0, HALF_PI)',correct
'face',correct
'// setting the variable grow globally because the background will change with it in the setup just like the koala in the Koala classint grow = 0;',correct
'happy = minim.loadFile("happy.mp3")',correct
'millis()',correct
'fat.play()',correct
'for (int n = 0; n < foodies.length; n++) {    foodies[n].display();}',correct
'fill(167, 170, 172)',correct
'noStroke()',correct
'// change X position of food to random positionfoodX = random(100, (width - 100));',correct
'happy.pause();',correct
'foodY + 30',correct
'foodies[n]',correct
'koalaY + 10',correct
'arc(foodX, foodY + 10, 65, 30, PI + HALF_PI, TWO_PI - QUARTER_PI)',correct
'koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25 && koalaY < foodies[n].foodY + 25 && koalaY > foodies[n].foodY - 25',correct
'foodtime',correct
'alive = false;',correct
'grow * 30',correct
'{    mouthClosed();}',correct
'koalaX = width / 2',correct
'grow * 33',correct
'5 + grow',correct
'koalaY + 5',correct
'fill(0, 98, 0)',correct
'grow * 35',correct
'grow++',correct
'5 * grow',correct
'eat = true',correct
'minim = new Minim(this)',correct
'{    // when the koala is allive, it will draw a koala    // gives the colour green    fill(0, 98, 0);    noStroke();    // draws the head of the koala    rect(foodX, foodY, 6, 100, 50);    // leaf on top bovenaan    arc(foodX, foodY - 40, 70, 40, PI + QUARTER_PI, PI + PI - 0.5f);    // leaf 1 left    arc(foodX, foodY - 20, 70, 35, PI + QUARTER_PI, PI + HALF_PI);    // leaf 2 left    arc(foodX, foodY, 65, 30, PI + QUARTER_PI, PI + HALF_PI);    // leaf 3 left    arc(foodX, foodY + 20, 60, 25, PI + QUARTER_PI, PI + HALF_PI);    // leaf 1 right    arc(foodX, foodY - 10, 70, 35, PI + HALF_PI, TWO_PI - QUARTER_PI);    // leaf 2 right    arc(foodX, foodY + 10, 65, 30, PI + HALF_PI, TWO_PI - QUARTER_PI);    // leaf 3 right    arc(foodX, foodY + 30, 60, 25, PI + HALF_PI, TWO_PI - QUARTER_PI);}',correct
'3 * grow',correct
'6 * grow',correct
'8 * grow',correct
'// set time to live again to 110timeToLive = 110;',correct
'// defining eating as audioAudioPlayer eating;',correct
'{    newPosition();}',correct
'PI + HALF_PI',correct
'count',correct
'this',correct
'koalaX + 15',correct
'// draw the thing thats found in the void display of the koala classkoala.display();',correct
'foodtime + eatdelay',correct
'foodY + 20',correct
'fill(0)',correct
'random(100, (width - 100))',correct
'height / 2',correct
'foodies[n].foodY - 25',correct
'Minim',correct
'// defining koalaXkoalaX = width / 2;',correct
'new Food()',correct
'textAlign(CENTER, BOTTOM);',correct
'koalaY + 25',correct
'eat = false',correct
'koalaY = height / 2',correct
'// making boolean eat and aliveboolean eat, alive;',correct
'void draw() {    // drawing a background which changes when grow gets another value    background(75 + grow * 30, 204 - grow * 33, 255 - grow * 35);    // draw the thing thats found in the void display of the koala class    koala.display();    // draw the thing thats found in the void update of the koala class    koala.update();    for (int n = 0; n < foodies.length; n++) {        foodies[n].display();    }    if (!koala.alive) {        textAlign(CENTER, BOTTOM);        textSize(50);        fill(0);        text("You are fat!", width / 2, height / 2);        happy.pause();        fat.play();    }}',correct
'"eating.mp3"',correct
'foodies[n].foodX',correct
'foodies[n].foodY',correct
'text("You are fat!", width / 2, height / 2)',correct
'minim',correct
'{    foodX = random(100, (width - 100));    foodY = random(100, (height - 100));}',correct
'update',correct
'ellipse(koalaX - 20 - 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow)',correct
'{    textAlign(CENTER, BOTTOM);    textSize(50);    fill(0);    text("You are fat!", width / 2, height / 2);    happy.pause();    fat.play();}',correct
'Processing',correct
'foodies[n].foodX - 25',correct
'10 * grow',correct
'// leaf 1 rightarc(foodX, foodY - 10, 70, 35, PI + HALF_PI, TWO_PI - QUARTER_PI);',correct
'{    // with using modulo, every 5 times that the koala eats, grow gets one bigger    grow++;    if (grow == 6) {        alive = false;    }    System.out.println(grow);}',correct
'10 + 2 * grow',correct
'koalaX + 20 + 4 * grow',correct
'koalaX + 20',correct
'minim.loadFile("fat.mp3")',correct
'arc(foodX, foodY, 65, 30, PI + QUARTER_PI, PI + HALF_PI)',correct
'koalaY > foodies[n].foodY - 25',correct
'foodies[n] = new Food()',correct
'if (eat) {    mouthOpen();} else {    mouthClosed();}',correct
'ellipse(koalaX + 20 + 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow)',correct
'// creating a new minim thingminim = new Minim(this);',correct
'noFill()',correct
'false',correct
'for (int n = 0; n < foodies.length; n++) {    // making sure that this loop goes as many times the food as there are items in the food array. in this case 3 three times    foodies[n] = new Food();}',correct
'// defining koalaYkoalaY = height / 2;',correct
'setup',correct
'eating.rewind()',correct
'foodY = random(100, (height - 100));',correct
'// making integer countint count;',correct
